birthday,gender,age,height,sport,noc,gold,silver,bronze
1994-01-01,0,29,1.73,Boxing,PAK,0,0,0
1996-09-18,0,27,1.81,Athletics,QAT,0,1,0
2005-04-05,0,18,1.54,Esports,MDV,0,0,0
1993-06-07,0,30,1.7,Athletics,KSA,0,0,0
2002-12-05,0,20,1.85,Athletics,LBN,0,0,0
1999-02-08,0,24,1.87,Athletics,QAT,0,0,0
1985-01-15,0,38,2.06,Volleyball,QAT,0,0,0
2000-11-03,0,22,1.65,Swimming,MDV,0,0,0
1986-10-08,0,37,1.76,Shooting,KAZ,0,1,0
1982-11-04,0,40,1.68,Shooting,JPN,0,0,0
2001-09-20,0,22,2.06,Basketball,JPN,0,0,0
2004-07-30,0,19,1.69,Football,HKG,0,0,0
1995-08-11,0,28,1.7,Sepaktakraw,JPN,0,0,1
1995-09-22,0,28,1.89,Chess,IRI,1,0,0
2004-01-10,1,19,1.62,Fencing,MAC,0,0,0
1996-06-29,0,27,1.8,Dragon Boat,MAC,0,0,0
1993-11-27,0,29,1.68,Cricket,SRI,0,0,0
1995-05-24,1,28,1.7,Swimming,JPN,0,1,0
2001-08-07,1,22,1.72,Archery,KAZ,0,0,0
2005-08-02,1,18,1.8,Swimming,KAZ,0,0,0
2002-10-16,1,20,1.65,Sepaktakraw,JPN,0,0,0
2000-02-03,0,23,1.78,Baseball,JPN,0,0,1
1988-08-27,0,35,1.82,Rowing,INA,0,0,1
2003-12-27,0,19,1.69,Fencing,JPN,0,0,1
1988-08-23,0,35,1.73,Sailing,JPN,0,0,1
2001-12-17,1,21,1.67,Squash,PAK,0,0,0
1998-12-21,0,24,1.81,Sailing,JPN,0,0,0
2004-08-06,1,19,1.62,Cycling Track,JPN,1,0,0
1998-06-22,0,25,1.65,Athletics,JPN,0,0,0
2000-07-04,1,23,1.72,Swimming,JPN,0,1,1
2002-08-25,1,21,1.71,Swimming,JPN,1,3,0
1999-09-10,1,24,1.6,Wushu,JPN,0,0,0
2004-08-06,1,19,1.67,Rhythmic Gymnastics,UZB,2,0,0
1994-08-06,0,29,1.78,Cricket,SRI,0,0,0
1988-12-19,0,34,1.8,Rowing,PHI,0,0,0
2004-03-18,0,19,1.8,Football,KGZ,0,0,0
1999-09-23,1,24,1.76,Judo,UZB,0,1,0
1996-02-05,0,27,1.86,Athletics,PAK,0,0,0
1990-06-23,0,33,1.81,Modern Pentathlon,KAZ,0,0,0
2001-04-23,1,22,1.65,Archery,KAZ,0,0,0
1998-11-30,1,24,1.85,Basketball,KAZ,0,0,0
1999-04-23,1,24,1.7,Fencing,UZB,0,0,0
1999-05-11,1,24,1.65,Boxing,KOR,0,0,0
1988-03-01,0,35,1.8,Sepaktakraw,KOR,0,0,1
1993-05-14,0,30,1.73,Fencing,KOR,1,0,0
1999-03-09,0,24,2,Volleyball,KOR,0,0,0
1996-08-13,1,27,1.55,Ju-jitsu,KOR,0,0,0
1950-03-28,1,73,1.55,Bridge,KOR,0,0,0
2002-08-05,0,21,1.71,Swimming,MDV,0,0,0
1999-10-04,0,24,1.71,Wushu,JPN,0,0,0
2000-08-15,1,23,1.66,Swimming,JPN,0,0,1
1952-05-22,0,71,1.68,Bridge,JPN,0,0,0
1996-01-25,0,27,1.91,Basketball,JPN,0,0,0
1998-02-14,0,25,1.76,Cycling Track,JPN,2,0,0
1996-05-24,0,27,1.74,Boxing,TKM,0,0,0
2001-06-16,0,22,1.78,Shooting,KAZ,0,0,0
2003-12-19,0,19,1.55,Wushu,KAZ,0,0,0
2001-07-23,1,22,1.56,Wrestling,UZB,0,0,0
2000-05-10,1,23,1.79,3x3 Basketball,JPN,0,0,1
2001-06-23,0,22,1.74,Swimming,JPN,0,0,0
1995-05-11,1,28,1.61,Shooting,THA,0,0,1
1992-10-25,0,30,1.8,Kabaddi,PAK,0,0,1
1997-10-08,0,26,1.68,Hockey,PAK,0,0,0
1998-02-02,1,25,1.64,Water Polo,JPN,0,1,0
2000-04-11,0,23,1.8,Water Polo,JPN,1,0,0
2000-02-23,0,23,1.77,Kabaddi,IND,1,0,0
2001-03-24,1,22,1.58,Hockey,INA,0,0,0
2003-03-06,1,20,1.65,Sepaktakraw,INA,0,0,1
1990-01-26,1,33,1.64,Shooting,INA,0,0,1
1993-09-14,0,30,1.77,Roller Skating,IND,0,0,1
2002-01-11,0,21,1.85,Football,THA,0,0,0
1998-07-07,1,25,1.55,Fencing,THA,0,0,0
1995-12-15,0,27,1.75,Canoe Sprint,JPN,0,0,1
2003-02-02,1,20,1.67,Water Polo,JPN,0,1,0
2000-03-01,1,23,1.59,Hockey,THA,0,0,0
1994-02-10,1,29,1.81,Athletics,THA,0,0,0
1997-07-31,0,26,1.62,Wushu,PHI,0,0,1
2000-08-31,1,23,1.58,Bridge,THA,0,0,0
1996-03-10,1,27,1.69,Athletics,THA,0,0,0
1994-09-07,0,29,1.88,Volleyball,PHI,0,0,0
1996-09-11,1,27,1.6,Cricket,MAS,0,0,0
1995-02-05,1,28,1.69,Badminton,THA,0,0,1
2004-02-18,1,19,1.68,Football,THA,0,0,0
1995-09-05,1,28,1.6,Athletics,LAO,0,0,0
1998-04-09,1,25,1.59,Sepaktakraw,LAO,0,0,2
1999-09-02,0,24,1.73,Swimming,LAO,0,0,0
2005-11-20,0,17,1.73,Esports,LAO,0,0,0
2000-03-08,0,23,1.77,Water Polo,HKG,0,0,0
1992-04-06,0,31,1.85,Handball,HKG,0,0,0
1997-05-22,1,26,1.7,Handball,HKG,0,0,0
1977-09-23,0,46,1.75,Bridge,HKG,0,0,0
1995-05-06,1,28,1.65,Sport Climbing,INA,0,1,0
2000-12-26,0,22,1.89,Cricket,PAK,0,0,0
1991-12-01,0,31,1.93,Rowing,PAK,0,0,0
1999-09-27,0,24,1.67,Football,BAN,0,0,0
1994-04-01,0,29,1.76,Squash,PAK,0,1,0
1999-09-13,0,24,1.83,Football,PLE,0,0,0
1989-07-24,0,34,1.6,Weightlifting,INA,0,0,0
2004-02-07,0,19,1.81,Football,QAT,0,0,0
1990-01-24,0,33,1.79,Swimming,JPN,0,2,2
2001-01-14,0,22,1.78,Handball,KAZ,0,0,0
2005-01-02,1,18,1.75,Shooting,KAZ,0,1,0
2005-01-02,1,18,1.75,Shooting,KAZ,1,1,0
2007-01-01,1,16,1.55,Football,SGP,0,0,0
2001-01-03,0,22,1.74,Canoe Sprint,INA,0,0,0
2000-03-17,0,23,1.94,Baseball,THA,0,0,0
2003-01-05,0,20,1.8,Handball,BRN,0,1,0
1985-07-14,1,38,1.63,Rowing,BRN,0,0,0
2007-01-13,0,16,1.75,Sailing,SGP,0,1,0
1995-10-05,0,28,1.75,Rowing,INA,0,0,1
2002-11-02,1,20,1.76,Judo,KGZ,0,0,0
2000-08-26,0,23,1.79,Athletics,BRN,1,0,0
2000-01-13,0,23,1.78,Athletics,KGZ,0,0,0
1995-10-16,0,27,1.75,Tennis,THA,0,0,1
2001-09-13,0,22,1.75,Cricket,SGP,0,0,0
1998-06-21,0,25,1.84,Swimming,TJK,0,0,0
1992-08-28,0,31,1.8,Kurash,AFG,0,0,0
2001-12-20,1,21,1.64,Football,JPN,1,0,0
2000-04-28,0,23,1.67,Rugby Sevens,JPN,0,0,1
2001-04-04,0,22,1.7,Esports,JPN,0,0,0
1999-06-04,0,24,1.68,Athletics,JPN,0,1,0
1997-10-01,0,26,1.75,Rugby Sevens,JPN,0,0,1
1997-06-17,0,26,1.8,Wrestling,JPN,0,0,0
1989-11-07,1,33,1.72,Beach Volleyball,JPN,0,1,0
1996-05-28,1,27,1.59,Softball,JPN,1,0,0
1995-05-29,0,28,1.85,Athletics,JPN,0,0,0
2002-12-20,1,20,1.69,Handball,JPN,1,0,0
2002-11-02,0,20,1.85,Esports,PLE,0,0,0
1997-05-02,0,26,1.76,Triathlon,KAZ,0,0,0
2003-10-13,1,19,1.7,Canoe Sprint,KAZ,0,1,0
2005-11-10,0,17,1.75,Hockey,BAN,0,0,0
1995-01-01,0,28,1.71,Karate,BAN,0,0,0
1999-01-05,0,24,1.72,Hockey,BAN,0,0,0
2004-02-12,0,19,1.69,Football,BAN,0,0,0
1999-03-12,0,24,1.76,Shooting,BAN,0,0,0
2006-06-05,0,17,1.83,Archery,BAN,0,0,0
1974-01-01,0,49,1.67,Bridge,BAN,0,0,0
2004-07-06,0,19,1.69,Football,BAN,0,0,0
2002-02-08,1,21,1.54,Sport Climbing,UZB,0,0,0
1998-05-14,1,25,1.55,Swimming,PHI,0,0,0
2004-08-21,0,19,1.66,Artistic Gymnastics,UZB,0,0,0
1994-01-09,0,29,1.8,Handball,UZB,0,0,0
2000-03-22,1,23,1.58,Rowing,UZB,0,1,0
2002-06-14,0,21,1.84,Swimming,TJK,0,0,0
2004-02-20,1,19,1.55,Shooting,MDV,0,0,0
2008-05-18,0,15,1.75,Swimming,QAT,0,0,0
2000-11-30,0,22,1.7,Table Tennis,MDV,0,0,0
1990-01-20,0,33,1.87,Beach Volleyball,MDV,0,0,0
1999-08-04,1,24,1.58,Karate,UZB,0,0,0
2007-02-26,0,16,1.84,Table Tennis,TJK,0,0,0
1997-11-22,1,25,1.7,Judo,UZB,0,1,0
1995-07-16,0,28,1.8,Ju-jitsu,KAZ,0,0,0
1999-11-21,0,23,1.75,Wushu,UZB,0,0,0
2004-06-30,0,19,1.86,Tennis,TJK,0,0,0
1990-02-21,0,33,1.86,Tennis,TJK,0,0,0
2004-06-25,1,19,1.58,Ju-jitsu,KAZ,0,0,0
1988-02-22,0,35,1.75,Wushu,YEM,0,0,0
2000-01-28,1,23,1.51,Diving,JPN,0,1,0
2001-09-25,1,22,1.58,Canoe Slalom,JPN,0,0,0
2007-05-15,1,16,1.57,Skateboarding,JPN,0,0,1
1999-03-10,1,24,1.64,Tennis,MAC,0,0,0
2000-09-23,0,23,1.7,Esports,KGZ,0,0,0
2005-03-25,1,18,1.97,Beach Volleyball,KAZ,0,0,0
1992-01-03,0,31,2.03,Athletics,KAZ,0,0,0
1994-11-30,0,28,2.07,Basketball,KAZ,0,0,0
2007-11-29,1,15,1.64,Artistic Gymnastics,KAZ,0,0,0
1995-03-03,0,28,1.87,Baseball,JPN,0,0,1
1989-05-01,1,34,1.75,Volleyball,JPN,0,1,0
2004-02-22,1,19,1.7,Hockey,KAZ,0,0,0
1995-12-26,0,27,1.79,Wushu,KAZ,0,0,0
2002-09-05,0,21,1.85,Handball,JPN,0,0,0
2001-11-06,0,21,1.84,Judo,AFG,0,0,0
2002-01-12,0,21,1.82,Canoe Sprint,IRQ,0,0,0
2001-02-12,0,22,1.85,Kabaddi,IRI,0,1,0
2002-03-04,1,21,1.69,Weightlifting,UZB,0,0,0
1997-06-10,0,26,1.81,Esports,PLE,0,0,0
1990-04-10,0,33,1.8,Esports,PLE,0,0,0
1999-10-21,0,23,1.78,Ju-jitsu,JOR,0,0,0
1995-05-15,0,28,1.67,Ju-jitsu,UAE,0,0,0
2001-05-05,0,22,1.91,Swimming,PHI,0,0,0
1992-04-07,0,31,1.87,Athletics,MAS,0,0,0
1998-05-02,0,25,1.79,Athletics,IND,1,0,0
2000-07-13,0,23,1.73,Football,IND,0,0,0
1999-12-12,0,23,1.65,Wushu,IND,0,0,0
1994-04-28,1,29,1.66,Rugby Sevens,THA,0,0,0
2001-05-26,0,22,1.7,Boxing,AFG,0,0,0
1994-02-13,1,29,1.7,Kabaddi,IRI,0,0,1
1992-11-14,1,30,1.67,Kabaddi,IRI,0,0,1
2002-01-18,0,21,1.76,Football,IRI,0,0,0
1996-03-28,0,27,1.72,Ju-jitsu,TJK,0,0,0
2007-10-12,1,15,1.64,Roller Skating,IND,0,0,1
1997-01-17,0,26,1.91,Cricket,MAS,0,0,0
2001-01-13,0,22,1.88,Handball,IRI,0,0,0
2001-07-04,1,22,1.64,Rugby Sevens,THA,0,0,0
2000-03-22,0,23,1.88,3x3 Basketball,THA,0,0,0
1999-06-23,0,24,1.86,Football,THA,0,0,0
1991-11-18,0,31,1.89,Basketball,THA,0,0,0
1994-10-15,1,28,1.55,Football,NEP,0,0,0
2001-08-30,1,22,1.71,Boxing,IND,0,0,0
2004-06-25,0,19,1.7,Cycling BMX Racing,THA,0,0,0
1998-02-25,0,25,1.87,Rugby Sevens,THA,0,0,0
1997-01-10,0,26,2.03,Basketball,THA,0,0,0
2004-01-13,1,19,1.66,Volleyball,AFG,0,0,0
2002-11-23,1,20,1.68,3x3 Basketball,UZB,0,0,0
2001-08-19,0,22,1.81,Water Polo,IRI,0,0,0
2002-05-15,0,21,1.67,Football,UZB,0,0,1
1994-07-08,0,29,2,Boxing,UZB,1,0,0
1989-10-08,1,34,1.65,Shooting,QAT,0,0,0
1996-07-05,0,27,1.56,Cricket,PAK,0,0,0
1997-06-27,1,26,1.72,Athletics,BRN,0,0,0
2001-02-02,1,22,1.6,Karate,BAN,0,0,0
1996-03-01,0,27,1.75,Go,THA,0,0,0
1993-08-01,0,30,1.68,Athletics,MGL,0,0,0
2000-01-20,0,23,1.78,Badminton,THA,0,0,0
2001-01-01,0,22,1.72,Karate,BHU,0,0,0
1981-07-27,0,42,1.74,Archery,BHU,0,0,0
1995-08-07,0,28,1.75,Cricket,MGL,0,0,0
1988-03-20,0,35,1.76,Sailing,BRN,0,0,0
1998-08-11,0,25,1.73,Cricket,AFG,0,1,0
1995-08-19,1,28,1.63,Athletics,THA,0,0,0
1993-06-16,0,30,1.83,Rugby Sevens,THA,0,0,0
1972-10-30,1,50,1.58,Bridge,THA,0,0,1
1995-01-13,0,28,1.8,Handball,KOR,0,0,0
2004-12-28,1,18,1.65,Modern Pentathlon,KOR,0,0,0
2000-04-30,0,23,1.73,Cycling Track,KOR,0,0,1
1990-12-02,1,32,1.69,Water Polo,KOR,0,0,0
2000-02-05,0,23,1.75,Kabaddi,KOR,0,0,0
2004-03-14,0,19,1.9,Baseball,KOR,1,0,0
2003-09-22,1,20,1.64,Shooting,KOR,0,0,0
1994-11-10,0,28,1.75,Rugby Sevens,KOR,0,1,0
1984-03-28,0,39,1.77,Hockey,KOR,0,0,1
2000-04-16,0,23,1.83,Taekwondo,KOR,1,0,0
1970-07-09,0,53,1.75,Bridge,KOR,0,0,0
2000-02-24,1,23,1.62,Shooting,KOR,0,0,0
1994-02-16,0,29,1.85,Football,PRK,0,0,0
1990-05-29,0,33,1.72,Cycling Road,KOR,0,0,0
1993-02-12,0,30,1.93,Canoe Sprint,KOR,0,2,0
1995-12-04,1,27,1.71,Softball,KOR,0,0,0
1994-05-31,1,29,1.64,Football,KOR,0,0,0
2000-12-28,0,22,1.84,Football,PRK,0,0,0
1995-09-10,0,28,1.72,Table Tennis,KOR,0,2,2
1997-02-14,0,26,1.8,Weightlifting,KOR,0,0,0
1999-09-17,1,24,1.74,Judo,KAZ,0,0,0
1997-08-31,0,26,1.77,Shooting,THA,0,0,0
1995-04-28,0,28,1.7,Beach Volleyball,QAT,1,0,0
1995-12-04,0,27,1.7,Esports,THA,0,0,0
2004-10-13,1,18,1.63,Sport Climbing,INA,0,0,0
2006-01-01,1,17,1.65,Football,BAN,0,0,0
2001-10-01,0,22,1.69,Swimming,THA,0,0,0
1998-10-16,0,24,1.67,Rugby Sevens,OCA,0,0,0
2004-12-24,1,18,1.5,Football,THA,0,0,0
2001-03-28,0,22,1.67,Kabaddi,THA,0,0,0
1996-04-23,0,27,1.68,Kabaddi,THA,0,0,0
2005-07-28,0,18,1.74,Ju-jitsu,THA,0,0,0
1997-01-28,0,26,1.78,Sepaktakraw,THA,2,0,0
1984-04-10,1,39,1.6,Sailing,THA,0,1,0
1997-06-10,1,26,1.75,Volleyball,THA,0,0,1
1972-04-12,0,51,1.75,Archery,MGL,0,0,0
1997-03-17,1,26,1.63,Archery,MGL,0,0,0
2004-08-09,1,19,1.7,Cricket,MGL,0,0,0
1996-06-02,0,27,1.7,Badminton,MGL,0,0,0
2005-08-29,1,18,1.59,Swimming,THA,0,0,0
1947-08-28,0,76,1.63,Bridge,THA,0,0,1
1996-07-18,0,27,1.84,Hockey,IND,1,0,0
2004-09-03,0,19,1.73,Soft Tennis,THA,0,0,0
2003-08-11,1,20,1.62,Artistic Swimming,THA,0,0,0
2003-01-17,0,20,1.67,Cycling Road,UAE,0,0,0
1996-11-27,1,26,1.73,Athletics,BRN,0,0,0
1988-10-20,0,34,1.65,Baseball,PHI,0,0,0
2001-04-25,0,22,1.73,Taekwondo,MAS,0,0,0
2008-03-04,0,15,1.7,Kabaddi,MAS,0,0,0
2000-06-22,0,23,1.72,Weightlifting,IRI,0,0,0
1994-05-12,1,29,1.73,Rowing,IRI,0,2,0
1987-09-17,0,36,1.72,Cycling Road,BRN,0,0,0
2002-09-01,0,21,1.73,Ju-jitsu,JOR,0,0,0
2003-09-08,0,20,1.76,Archery,IND,1,0,0
1997-02-24,0,26,1.81,Cricket,SRI,0,0,0
2002-04-19,0,21,1.89,Taekwondo,UZB,0,0,1
1993-08-12,1,30,1.69,Xiangqi,MAS,0,0,0
2001-11-15,1,21,1.64,Football,THA,0,0,0
1995-01-03,0,28,1.97,Basketball,JOR,0,1,0
1994-04-22,0,29,1.96,Volleyball,PAK,0,0,0
2001-05-21,0,22,2.08,Volleyball,IRI,1,0,0
1995-09-06,0,28,1.76,Athletics,IND,0,1,0
1993-01-28,1,30,1.65,Football,KOR,0,0,0
1997-08-01,1,26,1.65,Fencing,KOR,0,0,1
2001-10-22,0,21,1.79,Water Polo,KOR,0,0,0
1994-12-01,1,28,1.59,Sepaktakraw,KOR,0,1,1
2001-07-16,1,22,1.72,Beach Volleyball,KOR,0,0,0
1995-06-13,0,28,1.77,Badminton,KOR,0,0,1
1992-10-28,1,30,1.59,Table Tennis,KOR,1,0,2
1999-09-24,1,24,1.57,Breaking,KOR,0,0,0
1991-09-18,0,32,1.94,Volleyball,KOR,0,0,0
1989-12-02,0,33,1.74,Wushu,KOR,0,0,1
1991-11-05,0,31,1.89,Basketball,KOR,0,0,0
1992-04-19,0,31,1.66,Artistic Gymnastics,KOR,0,0,0
2003-05-21,1,20,1.7,Tennis,KOR,0,0,1
1999-07-12,0,24,1.73,Roller Skating,KOR,1,1,0
1997-05-09,1,26,1.64,Athletics,KOR,0,0,0
2001-07-31,0,22,1.94,Volleyball,KOR,0,0,0
1998-07-03,0,25,1.83,Sepaktakraw,KOR,0,0,1
1997-01-05,1,26,1.71,Rowing,KOR,0,0,0
1999-09-17,1,24,1.65,Triathlon,KOR,0,0,0
1988-04-24,0,35,1.76,Boxing,KOR,0,0,1
2007-12-01,0,15,1.74,Skateboarding,KOR,0,0,0
1998-09-14,1,25,1.68,Athletics,KOR,0,0,0
2004-08-01,1,19,1.66,Sport Climbing,KOR,0,0,1
1999-03-24,1,24,1.81,Handball,KOR,0,1,0
2006-01-18,1,17,1.64,Dragon Boat,KOR,0,0,1
1997-12-22,0,25,1.75,Canoe Sprint,KOR,0,1,0
1993-04-02,0,30,1.8,Hockey,KOR,0,0,1
1999-06-25,0,24,1.84,Kurash,KOR,0,0,1
2000-06-27,1,23,1.66,Badminton,KOR,1,0,0
1995-01-27,1,28,1.67,Wrestling,KOR,0,0,0
1996-04-05,1,27,1.7,Swimming,KOR,0,1,1
1988-04-23,0,35,1.72,Sepaktakraw,KOR,0,0,0
1999-09-20,0,24,1.8,Football,KOR,1,0,0
1993-05-08,0,30,1.83,Rugby Sevens,KOR,0,1,0
1996-10-23,0,26,1.9,Rowing,KOR,0,0,0
1983-12-18,0,39,1.84,Shooting,KOR,2,0,2
1997-12-19,1,25,1.77,Athletics,KOR,0,0,0
1996-02-13,1,27,1.7,Athletics,KAZ,0,0,0
1997-02-05,0,26,1.83,Hockey,SGP,0,0,0
1987-02-21,0,36,1.68,Esports,MAS,0,0,0
1995-10-22,0,27,1.82,Athletics,IND,0,0,0
2003-01-02,0,20,1.95,3x3 Basketball,JPN,0,0,0
2006-02-17,0,17,1.77,Cricket,NEP,0,0,0
1993-07-21,0,30,1.86,Football,IND,0,0,0
1999-04-02,1,24,1.66,Taekwondo,TPE,0,0,0
2002-02-22,0,21,1.8,Canoe Sprint,CHN,0,0,0
1998-01-14,1,25,1.7,Soft Tennis,KOR,0,0,1
2001-05-24,0,22,1.98,Rowing,CHN,1,0,0
1991-02-21,1,32,1.61,Football,KOR,0,0,0
1994-04-13,0,29,1.75,Hockey,KOR,0,0,1
2002-08-24,0,21,1.76,Swimming,KOR,1,1,0
1997-06-29,1,26,1.7,Badminton,CHN,1,1,0
1992-10-07,0,31,1.77,Bridge,THA,0,0,0
2000-06-09,1,23,1.69,Athletics,TPE,0,0,0
1994-08-09,0,29,2.05,Volleyball,CHN,0,1,0
1993-04-21,0,30,1.68,Wushu,CHN,1,0,0
1998-01-22,1,25,1.5,Weightlifting,CHN,0,1,0
2000-05-02,1,23,1.64,Shooting,CHN,2,0,0
2000-12-24,0,22,1.9,Football,CHN,0,0,0
1998-06-19,0,25,1.79,Esports,CHN,1,0,0
1995-08-15,1,28,1.71,Softball,CHN,0,1,0
2004-08-01,1,19,1.65,Shooting,CHN,1,1,1
2004-01-27,1,19,1.68,Cycling Track,CHN,1,0,0
2005-01-06,1,18,1.83,Athletics,CHN,0,1,0
1986-05-03,1,37,1.69,Shooting,THA,0,0,1
2000-12-08,1,22,1.76,Volleyball,MGL,0,0,0
1998-04-04,1,25,1.57,Sport Climbing,PAK,0,0,0
1996-03-23,1,27,1.81,Basketball,KOR,0,0,1
2002-04-15,0,21,1.85,Taekwondo,KOR,0,0,1
1995-03-13,1,28,1.68,Boxing,KOR,0,0,0
1998-12-27,1,24,1.72,Softball,KOR,0,0,0
1995-05-29,1,28,1.72,Handball,CHN,0,0,1
1992-04-27,1,31,1.81,Basketball,CHN,1,0,0
2003-04-08,0,20,1.71,Badminton,KOR,0,0,1
1997-02-06,1,26,1.71,Badminton,SGP,0,0,0
1995-10-11,0,27,1.8,Weightlifting,KOR,0,0,0
2002-12-02,1,20,1.7,Cycling Road,MGL,0,0,0
2000-02-03,0,23,1.8,Sport Climbing,THA,0,0,0
2004-09-14,1,19,1.58,Hockey,THA,0,0,0
1994-03-11,0,29,1.77,Esports,PHI,0,0,0
2001-01-03,1,22,1.56,Cycling Track,THA,0,0,0
1979-09-26,0,44,1.79,Bridge,THA,0,0,0
1998-02-09,1,25,1.67,Boxing,THA,0,0,0
2002-06-05,0,21,1.79,Football,UZB,0,0,1
1989-11-12,1,33,1.66,Athletics,KOR,0,0,0
1988-01-16,1,35,1.63,Kabaddi,KOR,0,0,0
1997-07-31,0,26,1.74,Canoe Sprint,KOR,0,1,0
1999-05-31,0,24,1.75,Athletics,PRK,0,0,0
1997-09-04,0,26,1.68,Boxing,KOR,0,0,0
2004-07-16,1,19,1.66,Sepaktakraw,KOR,0,1,0
1998-05-06,1,25,1.65,Canoe Sprint,KOR,0,1,0
2003-10-10,1,19,1.79,Volleyball,PRK,0,0,0
2008-10-01,0,15,1.74,Skateboarding,KOR,0,0,0
1994-07-06,1,29,1.72,Handball,KOR,0,1,0
1991-06-30,0,32,1.83,Handball,KOR,0,0,0
2004-05-26,0,19,1.93,Badminton,SGP,0,0,0
1980-07-21,0,43,1.8,Shooting,IRI,0,0,0
1998-01-02,0,25,1.7,Soft Tennis,CAM,0,0,0
1992-08-23,0,31,1.73,Shooting,MAS,0,0,0
2001-12-24,0,21,1.78,Athletics,IND,0,0,0
1997-03-11,1,26,1.8,Volleyball,IND,0,0,0
1991-03-15,0,32,1.72,Athletics,IND,0,0,1
1999-02-11,0,24,1.82,Football,HKG,0,0,0
2004-12-28,0,18,1.8,Handball,UZB,0,0,0
2003-05-27,1,20,1.63,Badminton,IND,0,0,0
1996-09-04,0,27,1.82,Badminton,THA,0,0,0
1992-10-17,0,30,1.79,Dragon Boat,PRK,0,0,0
1999-12-21,1,23,1.6,Judo,PRK,0,0,0
2000-02-28,1,23,1.63,Dragon Boat,PRK,0,0,0
1992-04-03,0,31,1.66,Esports,INA,0,0,0
2004-09-05,0,19,1.85,Tennis,THA,0,0,1
1999-03-07,1,24,1.62,Dragon Boat,PRK,0,0,0
1998-03-04,1,25,1.57,Weightlifting,PRK,0,1,0
1995-06-27,1,28,1.64,Wrestling,PRK,0,1,0
2002-07-18,1,21,1.69,Artistic Swimming,PRK,0,0,0
1990-05-18,0,33,1.53,Artistic Gymnastics,PRK,0,0,0
2000-02-11,1,23,1.66,Dragon Boat,PRK,0,0,0
2004-08-08,1,19,1.64,Soft Tennis,THA,0,0,0
2001-02-07,0,22,1.86,Boxing,THA,0,0,0
1996-05-03,0,27,1.85,Beach Volleyball,THA,0,0,0
2003-01-10,1,20,1.65,Taekwondo,THA,0,0,1
2004-12-10,1,18,1.65,Archery,THA,0,0,0
1999-07-26,1,24,1.78,Football,UZB,0,0,0
2005-01-01,0,18,1.75,Football,BAN,0,0,0
1996-10-10,0,26,1.69,Cycling Road,KOR,0,0,0
1992-05-21,0,31,1.67,Archery,KOR,0,2,0
2000-12-02,0,22,1.73,Ju-jitsu,KOR,0,0,1
2001-09-03,0,22,1.75,Athletics,KOR,0,0,0
1996-10-20,0,26,1.67,Cricket,NEP,0,0,0
1999-09-18,0,24,1.9,Volleyball,PHI,0,0,0
1997-01-10,1,26,1.73,Basketball,IND,0,0,0
1997-02-07,0,26,1.82,Fencing,PHI,0,0,0
1983-11-07,1,39,1.66,Shooting,MAS,0,0,0
1999-12-17,0,23,1.83,Shooting,PAK,0,0,0
1997-01-22,0,26,1.7,Shooting,MAS,0,0,0
1994-07-26,1,29,1.78,Judo,NEP,0,0,0
2006-07-31,1,17,1.59,Swimming,IND,0,0,0
2004-11-29,1,18,1.63,Roller Skating,IND,0,0,0
1999-12-03,0,23,1.7,Badminton,NEP,0,0,0
1997-08-01,1,26,1.57,Cricket,BAN,0,0,1
2000-11-13,0,22,1.79,Cricket,BAN,0,0,1
1970-06-05,0,53,1.75,Bridge,CHN,0,0,1
2002-09-25,1,21,1.65,Dragon Boat,KOR,0,0,1
1998-06-21,1,25,1.7,Football,PRK,0,1,0
1997-08-11,0,26,1.87,Boxing,KOR,0,0,0
2005-02-05,1,18,1.52,Dragon Boat,KOR,0,0,1
1997-06-29,0,26,1.7,Fencing,THA,0,0,0
2004-10-14,0,18,1.7,Hockey,THA,0,0,0
2001-11-15,1,21,1.69,Triathlon,UZB,0,0,0
1993-07-07,1,30,1.7,Beach Volleyball,INA,0,0,0
1993-02-11,1,30,1.78,Rowing,INA,0,0,0
1994-07-21,0,29,1.6,Shooting,INA,0,0,2
1999-07-21,1,24,1.55,Football,MYA,0,0,0
2001-10-14,0,21,1.77,Football,BRN,0,0,0
1989-07-23,0,34,1.67,Chess,KAZ,0,0,0
1998-04-22,1,25,1.52,Weightlifting,TKM,0,0,0
1998-07-18,1,25,1.65,Handball,KAZ,0,0,0
2003-01-04,1,20,1.7,Golf,KAZ,0,0,0
2000-05-02,0,23,1.85,Wushu,TKM,0,0,0
1990-06-28,0,33,1.61,Wrestling,THA,0,0,0
1995-08-01,0,28,1.75,Modern Pentathlon,KOR,2,0,0
1991-09-26,1,32,1.59,Weightlifting,BRU,0,0,0
1998-11-10,1,24,1.72,Weightlifting,KOR,0,0,1
1997-07-02,0,26,1.8,Water Polo,KOR,0,0,0
1975-01-01,0,48,1.74,Shooting,KOR,0,0,0
1996-06-30,0,27,1.7,Roller Skating,KOR,0,2,0
2006-08-25,0,17,1.79,Kabaddi,KOR,0,0,0
2000-09-28,0,23,1.8,Football,KOR,1,0,0
2001-08-23,1,22,1.9,Volleyball,KOR,0,0,0
2004-01-03,1,19,1.64,Sailing,KOR,0,0,0
2004-03-19,1,19,1.7,Karate,KOR,0,0,0
1986-03-28,0,37,1.8,Athletics,KOR,0,0,0
1989-06-15,0,34,1.8,Tennis,TPE,1,0,0
